field1,Id,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,IsOld,NumberTimePond,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyDebt,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,MonthlyPerPerson,MonthlyBalance,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,SeriousDlqin2yrs,0 probability,1 probability
121083,121084,0,0.13088997,54,0,0,0,0.426994376,2049.5730048,4800,12,4800.0,0.0,0,2,0,0,0,0.97899,0.02101
121086,121087,0,0.646878619,52,0,0,0,4999.0,4999.0,,13,,,0,1,0,0,0,0.88101,0.11899
121096,121097,0,0.0,74,1,0,0,0.39544571,1423.604556,3600,3,3600.0,0.0,0,1,0,0,0,0.98924,0.01076
121101,121102,0,0.610191145,58,0,0,0,0.053095086,415.946903724,7834,6,7834.0,0.0,0,0,0,0,0,0.98661,0.01339
121105,121106,0,0.8247506240000001,48,0,2,2,0.211724138,2148.788276562,10149,8,2537.25,7611.75,0,0,0,3,0,0.762,0.238
121107,121108,0,0.11091699,54,0,0,0,144.0,144.0,,3,,,0,0,0,,0,0.98653,0.01347
121110,121111,0,0.7446332179999999,51,0,0,0,0.43141737399999996,5283.568579377999,12247,13,3061.75,9185.25,0,4,0,3,0,0.84193,0.15807
121121,121122,0,0.012139056,66,0,0,0,0.018930809,141.9810675,7500,20,7500.0,0.0,0,0,0,0,0,0.99472,0.00528
121124,121125,0,0.038278962,50,0,2,0,11.0,,,2,,,0,0,1,0,0,0.8972,0.1028
121125,121126,0,0.0,50,0,0,0,0.0,,,1,,,0,0,0,,0,0.98649,0.01351
121128,121129,0,0.066939585,41,0,0,0,0.369059325,2251.630941825,6101,12,2033.6666666666667,4067.333333333333,0,1,0,2,0,0.94134,0.05866
121131,121132,0,0.047957297999999995,70,0,0,0,0.35187746,3307.648124,9400,12,9400.0,0.0,0,1,0,0,0,0.99034,0.00966
121136,121137,0,0.0093072,53,0,0,0,1665.0,1665.0,,9,,,0,1,0,0,0,0.96158,0.03842
121162,121163,0,0.23901984399999998,56,0,0,0,0.364987797,1644.635013282,4506,9,1126.5,3379.5,0,1,0,3,0,0.97439,0.02561
121171,121172,0,61.0,56,0,0,0,0.138816134,264.86118367200004,1908,11,1908.0,0.0,0,0,0,0,0,0.96172,0.03828
121181,121182,0,0.856215645,52,0,0,0,0.6488483270000001,1492.3511521,2300,2,2300.0,0.0,0,0,0,0,0,0.91856,0.08144
121184,121185,0,0.0,85,1,0,0,0.0,0.0,2485,3,2485.0,0.0,0,0,0,0,0,0.99295,0.00705
121187,121188,1,0.9999998999999999,39,0,,,19.0,,,0,,,,0,,0,0,0.52942,0.47058
121190,121191,0,0.49957145299999994,30,0,0,0,0.545429439,1974.45456918,3620,10,3620.0,0.0,0,2,0,0,0,0.891,0.109
121201,121202,0,0.224422399,70,0,1,1,776.0,776.0,,12,,,0,0,0,0,0,0.95264,0.04736
121207,121208,0,0.079098418,35,0,0,0,0.016034786999999998,117.98396274599999,7358,6,2452.6666666666665,4905.333333333334,0,0,0,2,0,0.96231,0.03769
121210,121211,0,0.0,70,0,0,0,492.0,492.0,,9,,,0,1,0,,0,0.99525,0.00475
121211,121212,0,0.17600212399999998,55,0,0,0,0.340186191,876.6598142070001,2577,7,2577.0,0.0,0,1,0,0,0,0.97838,0.02162
121214,121215,0,0.608371836,33,0,0,0,0.131317623,885.868684758,6746,11,3373.0,3373.0,0,0,0,1,0,0.92163,0.07837
121215,121216,1,0.0,31,0,0,0,0.476830782,2304.523169406,4833,11,1611.0,3222.0,0,1,0,2,0,0.92121,0.07879
121217,121218,1,0.788686723,24,0,0,0,0.331334333,662.6686659999999,2000,6,2000.0,0.0,0,0,0,0,0,0.82865,0.17135
121228,121229,0,0.046892708,60,0,0,0,0.052218078,657.9477828,12600,15,4200.0,8400.0,0,0,0,2,0,0.99057,0.00943
121229,121230,0,0.023148843,48,0,0,0,13.0,,,1,,,0,0,0,0,0,0.96839,0.03161
121234,121235,0,0.334872409,38,0,0,0,0.785035629,5287.214961315,6735,13,1683.75,5051.25,0,1,0,3,0,0.87224,0.12776
121243,121244,0,0.002230726,92,1,0,0,0.003047329,31.9969545,10500,11,10500.0,0.0,0,0,0,0,0,0.99677,0.00323
121248,121249,0,0.40214822200000006,64,0,0,0,4068.0,4068.0,,14,,,0,3,0,0,0,0.95716,0.04284
121252,121253,0,0.0,56,0,0,0,0.278120313,1668.721878,6000,7,2000.0,4000.0,0,2,0,2,0,0.97619,0.02381
121257,121258,0,0.9999998999999999,44,0,0,0,0.222098834,399.7779012,1800,5,900.0,900.0,0,0,0,1,0,0.81348,0.18652
121267,121268,0,0.019883882,80,1,0,0,0.052789442,263.94721,5000,6,5000.0,0.0,0,0,0,0,0,0.99516,0.00484
121268,121269,0,0.18325286899999998,54,0,0,0,1.363588529,5181.6364102,3800,19,3800.0,0.0,0,2,0,0,0,0.96612,0.03388
121271,121272,0,0.02025347,58,0,0,0,0.011544012,111.988460412,9701,9,4850.5,4850.5,0,1,0,1,0,0.99297,0.00703
121274,121275,0,0.074373374,38,0,0,0,0.281276963,2933.71872409,10430,5,3476.6666666666665,6953.333333333334,0,2,0,2,0,0.94233,0.05767
121275,121276,0,0.9999998999999999,52,0,0,0,0.0,0.0,3145,0,3145.0,0.0,0,0,0,0,0,0.93274,0.06726
121276,121277,0,0.017842602,65,0,0,0,0.026955676,2133.973046216,79166,9,79166.0,0.0,0,1,0,0,0,0.99959,4.1E-4
121284,121285,0,0.0,38,0,0,0,0.34944968600000004,888.6505514980001,2543,7,2543.0,0.0,0,1,0,0,0,0.958,0.042
121289,121290,0,0.9999998999999999,23,0,0,0,0.20899250600000002,250.79100720000002,1200,1,1200.0,0.0,0,0,0,0,0,0.81977,0.18023
121290,121291,0,0.9999998999999999,28,0,0,0,0.023995827,45.976004532000005,1916,0,958.0,958.0,0,0,0,1,0,0.74295,0.25705
121295,121296,0,0.538618351,50,0,1,1,0.608323017,6387.3916785,10500,21,2625.0,7875.0,0,2,0,3,0,0.88417,0.11583
121308,121309,0,0.303867403,58,0,3,0,0.347908745,1829.652089955,5259,5,2629.5,2629.5,1,1,0,1,0,0.77295,0.22705
121309,121310,0,0.080033698,48,0,1,1,0.130268575,1328.869733575,10201,19,5100.5,5100.5,0,1,0,1,0,0.95755,0.04245
121310,121311,0,0.041855764,53,0,0,0,0.289099526,5550.7108992,19200,9,9600.0,9600.0,0,2,0,1,0,0.97239,0.02761
121328,121329,0,0.9999998999999999,52,0,0,0,0.643356643,643.356643,1000,5,333.3333333333333,666.6666666666667,0,1,0,2,0,0.92728,0.07272
121331,121332,0,0.901819192,41,0,0,0,0.041154009,193.958844417,4713,4,4713.0,0.0,0,0,0,0,0,0.90225,0.09775
121339,121340,0,0.068093055,63,0,0,0,0.440139965,1760.55986,4000,10,4000.0,0.0,0,2,0,0,0,0.9859,0.0141
121340,121341,0,0.159168166,54,0,2,2,700.0,700.0,,10,,,0,0,0,0,0,0.85329,0.14671
121344,121345,0,0.0,62,0,0,0,2208.0,2208.0,,4,,,0,1,0,,0,0.98993,0.01007
121347,121348,0,0.11804572199999999,77,1,0,0,361.0,361.0,,5,,,0,0,0,0,0,0.98208,0.01792
121348,121349,0,0.025228802,44,0,6,0,0.11564351099999999,858.8843561969999,7427,11,3713.5,3713.5,2,1,0,1,0,0.66376,0.33624
121355,121356,0,0.822746303,73,1,0,0,0.233785048,7745.766210336,33132,11,33132.0,0.0,0,3,0,0,0,0.9858,0.0142
121359,121360,0,0.0,26,0,0,0,0.457530335,640.542469,1400,3,1400.0,0.0,0,0,0,0,0,0.91877,0.08123
121369,121370,0,7.352719999999999E-4,43,0,0,0,678.0,678.0,,6,,,0,1,0,0,0,0.92866,0.07134
121370,121371,0,0.025283787000000002,53,0,0,0,0.06785229599999999,949.9321439999999,14000,16,3500.0,10500.0,0,0,0,3,0,0.98565,0.01435
121377,121378,0,0.118093449,70,0,1,1,752.0,752.0,0,9,0.0,0.0,0,1,0,0,0,0.97216,0.02784
121378,121379,0,0.13948770000000002,68,0,0,0,0.268910363,806.731089,3000,6,3000.0,0.0,0,0,0,0,0,0.98357,0.01643
121380,121381,0,0.015624023,43,0,0,0,0.95160484,9516.0484,10000,6,3333.3333333333335,6666.666666666666,0,2,0,2,0,0.88205,0.11795
121388,121389,0,0.403504999,57,0,0,0,0.481780616,2564.518218968,5323,13,5323.0,0.0,0,2,0,0,0,0.97021,0.02979
121389,121390,0,0.063409251,54,0,0,0,0.024379626,55.975621296,2296,4,2296.0,0.0,0,0,0,0,0,0.97442,0.02558
121390,121391,0,0.15720869199999998,57,0,0,0,0.46215367,1617.537845,3500,10,1750.0,1750.0,0,0,0,1,0,0.97448,0.02552
121397,121398,0,0.967989092,41,0,0,0,0.296446918,1384.703553978,4671,10,4671.0,0.0,0,0,0,0,0,0.88634,0.11366
121413,121414,0,0.007293689,45,0,0,0,0.403781864,3864.596220344,9571,7,2392.75,7178.25,0,2,0,3,0,0.91542,0.08458
121415,121416,0,0.9999998999999999,28,0,0,0,0.28835136899999997,905.7116500289999,3141,4,1047.0,2094.0,0,0,0,2,0,0.78561,0.21439
121422,121423,0,0.291253534,38,0,0,0,0.284709853,3036.715292098,10666,7,3555.3333333333335,7110.666666666666,0,1,0,2,0,0.94357,0.05643
121425,121426,1,1.050794921,30,0,8,2,0.48722597700000003,2955.5127764820004,6066,8,6066.0,0.0,0,2,3,0,1,0.3788,0.6212
121427,121428,0,0.070328645,87,1,0,0,47.0,,,2,,,0,0,0,0,0,0.99338,0.00662
121436,121437,0,6.54989E-4,58,0,0,0,0.429428429,2576.570574,6000,19,3000.0,3000.0,0,1,0,1,0,0.98948,0.01052
121440,121441,0,0.028096964,44,0,1,1,0.434213024,4573.565781792,10533,9,2633.25,7899.75,0,1,0,3,0,0.90692,0.09308
121445,121446,0,0.056994301,69,0,0,0,0.156120554,1092.843878,7000,7,7000.0,0.0,0,1,0,0,0,0.9901,0.0099
121447,121448,0,0.216854083,52,0,0,0,0.254262056,2609.745742784,10264,7,3421.3333333333335,6842.666666666666,0,1,0,2,0,0.96143,0.03857
121456,121457,0,0.416218583,55,0,0,0,0.20857562100000002,3837.7914264,18400,8,4600.0,13800.0,0,3,0,3,0,0.93709,0.06291
121459,121460,1,0.882193232,46,0,0,0,1.063873911,2563.93612551,2410,16,2410.0,0.0,0,2,0,0,0,0.94935,0.05065
121462,121463,0,0.158498804,45,0,0,0,0.335666333,2349.664331,7000,10,2333.3333333333335,4666.666666666666,0,1,0,2,0,0.90305,0.09695
121465,121466,0,0.036379563999999996,48,0,0,0,0.313433731,5223.686560846,16666,9,3333.2,13332.8,0,3,0,4,0,0.90037,0.09963
121467,121468,1,0.155550617,61,0,4,2,0.15696860599999998,784.8430299999999,5000,7,5000.0,0.0,0,0,1,0,0,0.81991,0.18009
121470,121471,0,0.170656892,49,0,0,0,0.37343776,2240.62656,6000,12,6000.0,0.0,0,2,0,0,0,0.97297,0.02703
121471,121472,0,0.39423118799999995,65,0,0,0,0.658758837,4192.341238668,6364,5,6364.0,0.0,0,1,0,0,0,0.97727,0.02273
121473,121474,0,0.9999998999999999,31,0,0,0,0.639040349,1757.36095975,2750,6,1375.0,1375.0,0,1,0,1,0,0.82952,0.17048
121474,121475,0,0.068809556,56,0,0,0,1832.0,1832.0,,16,,,0,1,0,1,0,0.97558,0.02442
121475,121476,0,0.07379508,30,0,0,0,0.13796550900000001,551.8620360000001,4000,6,4000.0,0.0,0,0,0,0,0,0.94775,0.05225
121482,121483,0,0.146065687,63,0,0,0,56.0,,,1,,,0,0,0,0,0,0.98319,0.01681
121483,121484,0,0.021143752999999998,43,0,1,1,0.534407717,4542.4655945,8500,18,2833.3333333333335,5666.666666666666,0,2,0,2,0,0.92805,0.07195
121485,121486,1,0.403112779,50,0,1,1,0.192387174,2885.80761,15000,13,7500.0,7500.0,0,2,0,1,0,0.92535,0.07465
121486,121487,0,0.03172046,89,1,0,0,0.0022057870000000003,16.997794622,7706,4,7706.0,0.0,0,0,0,0,0,0.99485,0.00515
121487,121488,0,1.02376191,46,0,5,5,0.575151732,1610.4248496,2800,8,1400.0,1400.0,0,1,0,1,1,0.40585,0.59415
121488,121489,0,0.9999998999999999,59,0,0,0,72.0,,,0,,,0,0,0,,0,0.98488,0.01512
121491,121492,0,0.063354996,52,0,0,0,0.16260287699999998,2113.8374009999998,13000,14,3250.0,9750.0,0,1,0,3,0,0.97764,0.02236
121492,121493,0,0.9999998999999999,47,0,0,0,0.220885467,458.779114959,2077,6,2077.0,0.0,0,0,0,0,0,0.93195,0.06805
121494,121495,0,0.766818235,42,0,0,0,0.7106652590000001,2018.2893355600004,2840,9,710.0,2130.0,0,1,0,3,0,0.83463,0.16537
121500,121501,0,0.39088099200000004,40,0,0,0,0.535577404,3213.464424,6000,9,1500.0,4500.0,0,2,0,3,0,0.85809,0.14191
121505,121506,0,0.708932742,44,0,0,0,1.2241810290000001,9303.775820400002,7600,18,1900.0,5700.0,0,4,0,3,0,0.8122,0.1878
121511,121512,0,0.866491835,60,0,0,0,0.597638862,3087.4023610920003,5166,10,5166.0,0.0,0,0,0,0,0,0.97147,0.02853
121512,121513,0,0.0,32,0,0,0,0.003731343,1.996268505,535,2,535.0,0.0,0,0,0,0,0,0.93416,0.06584
121513,121514,0,0.24821479600000002,35,0,0,0,0.691687808,4634.3083136,6700,3,1675.0,5025.0,0,2,0,3,0,0.86002,0.13998
121518,121519,0,0.231481341,42,0,0,0,1567.5,1567.5,1,9,0.25,0.75,0,1,0,3,0,0.89854,0.10146
121521,121522,0,0.01071927,64,0,0,0,0.253495983,851.74650288,3360,10,1680.0,1680.0,0,2,0,1,0,0.98397,0.01603
121532,121533,0,0.058660149,23,0,0,0,0.059100265,200.940901,3400,5,3400.0,0.0,0,0,0,0,0,0.92183,0.07817
121537,121538,0,0.072740665,66,0,1,1,1890.0,1890.0,,8,,,0,2,0,0,0,0.94192,0.05808
121541,121542,0,0.006013618,68,0,0,0,0.505208333,678.494791219,1343,6,671.5,671.5,0,1,0,1,0,0.98834,0.01166
121543,121544,0,0.9065051940000001,42,0,0,0,0.37962818299999995,2429.6203711999997,6400,7,6400.0,0.0,0,2,0,0,0,0.9019,0.0981
121546,121547,0,0.532479076,38,0,1,1,0.202495746,713.7975046500001,3525,3,3525.0,0.0,0,0,0,0,0,0.83442,0.16558
121553,121554,0,0.082327774,65,0,0,0,0.19270975399999998,2119.8072939999997,11000,12,11000.0,0.0,0,2,0,0,0,0.99027,0.00973
121556,121557,0,0.109701411,68,0,0,0,0.059982862000000005,209.940017,3500,5,1750.0,1750.0,0,0,0,1,0,0.98139,0.01861
121568,121569,0,0.153042348,57,0,0,0,3279.0,3279.0,,4,,,0,2,0,0,0,0.93473,0.06527
121570,121571,0,0.327111168,62,0,0,0,0.551778317,3862.4482190000003,7000,22,7000.0,0.0,0,1,0,0,0,0.98538,0.01462
121571,121572,0,0.031055142999999997,70,0,0,0,2642.0,2642.0,,9,,,0,2,0,0,0,0.97624,0.02376
121575,121576,0,0.589570033,28,0,0,0,0.136144326,648.8638577160001,4766,4,4766.0,0.0,0,0,0,0,0,0.86585,0.13415
121580,121581,0,0.835110108,54,0,0,0,4642.0,4642.0,,15,,,0,1,0,0,0,0.94243,0.05757
121583,121584,0,0.285742024,75,1,0,0,0.9604855990000001,4034.0395158,4200,10,4200.0,0.0,0,1,0,0,0,0.98135,0.01865
121584,121585,0,1655.0,37,0,1,1,0.250828477,2194.74917375,8750,9,4375.0,4375.0,0,2,0,1,0,0.93034,0.06966
121588,121589,0,0.89967366,37,0,0,0,0.498214865,3069.501783265,6161,10,1540.25,4620.75,0,3,0,3,0,0.76175,0.23825
121595,121596,0,0.006520899,32,0,1,1,11.0,,,10,,,0,0,0,0,0,0.89383,0.10617
121596,121597,0,0.00367322,90,1,0,0,1.0,,,3,,,0,0,0,,0,0.99827,0.00173
121597,121598,0,0.24975025,68,0,0,0,550.0,550.0,,3,,,0,1,0,0,0,0.9776,0.0224
121605,121606,0,0.18213617,72,1,0,0,0.771584368,2546.2284144,3300,24,3300.0,0.0,0,3,0,0,0,0.99085,0.00915
121611,121612,0,0.142795354,58,0,0,0,0.326753113,5064.673251499999,15500,13,15500.0,0.0,0,3,0,0,0,0.98386,0.01614
121612,121613,1,0.181936428,37,0,0,0,0.326243069,3588.673759,11000,9,1833.3333333333333,9166.666666666666,0,1,0,5,0,0.91456,0.08544
121619,121620,0,0.621662724,47,0,0,0,0.27659763600000004,3111.723405,11250,11,11250.0,0.0,0,2,0,0,0,0.96899,0.03101
121622,121623,0,0.633975616,64,0,0,0,0.438869666,2282.5611328659998,5201,6,5201.0,0.0,0,2,0,0,0,0.9787,0.0213
121629,121630,0,0.921963138,47,0,0,0,1.088439672,3444.91156188,3165,9,791.25,2373.75,0,1,0,3,0,0.89586,0.10414
121632,121633,0,0.013984962,56,0,0,0,0.577078289,2144.422921924,3716,13,1858.0,1858.0,0,2,0,1,0,0.97694,0.02306
121660,121661,0,0.079164255,64,0,0,0,11778.0,11778.0,,19,,,0,5,0,0,0,0.8989,0.1011
121663,121664,0,0.024525743,57,0,0,0,0.21918002600000003,1544.7808232480002,7048,11,7048.0,0.0,0,2,0,0,0,0.98782,0.01218
121664,121665,0,3.778185151,44,0,0,0,0.44621652100000003,5147.553786256,11536,11,3845.3333333333335,7690.666666666666,0,2,0,2,0,0.84948,0.15052
121682,121683,0,0.00239223,57,0,0,0,3.33222E-4,0.9996659999999999,3000,3,750.0,2250.0,0,0,0,3,0,0.96917,0.03083
121689,121690,0,0.52493078,36,0,0,0,0.532030895,1170.467969,2200,7,2200.0,0.0,0,0,0,0,0,0.9025,0.0975
121691,121692,0,0.0046229,55,0,0,0,0.003618703,37.9963815,10500,16,10500.0,0.0,0,0,0,0,0,0.98971,0.01029
121695,121696,0,0.01752728,72,1,0,0,0.011103065,45.988895230000004,4142,7,4142.0,0.0,0,0,0,0,0,0.9937,0.0063
121705,121706,0,0.472428953,34,0,1,1,0.428702011,1875.5712981249999,4375,14,4375.0,0.0,0,1,0,0,0,0.88478,0.11522
121708,121709,0,1.002158799,42,0,0,0,0.279057018,1526.720945478,5471,10,5471.0,0.0,0,0,0,0,0,0.88737,0.11263
121711,121712,0,0.015966413999999998,61,0,0,0,0.007495315,11.992504,1600,9,1600.0,0.0,0,0,0,0,0,0.98634,0.01366
121717,121718,0,0.011848145,51,0,0,0,0.577780915,4092.4222209449995,7083,16,2361.0,4722.0,0,2,0,2,0,0.95145,0.04855
121718,121719,0,0.016729402,68,0,0,0,13.0,,,4,,,0,0,0,0,0,0.98846,0.01154
121735,121736,1,1.0102537809999999,32,0,0,0,0.867060561,1760.1329388299998,2030,3,676.6666666666666,1353.3333333333335,0,1,0,2,0,0.71178,0.28822
121738,121739,0,0.0,35,0,0,0,0.383685801,1396.61631564,3640,3,3640.0,0.0,0,1,0,0,0,0.95367,0.04633
121761,121762,0,0.038260242,54,0,0,0,0.41605410200000004,1414.5839468000001,3400,12,3400.0,0.0,0,1,0,0,0,0.98181,0.01819
121763,121764,0,0.007110321,39,0,0,0,0.48256522799999996,1978.5174347999998,4100,7,2050.0,2050.0,0,2,0,1,0,0.95396,0.04604
121770,121771,1,0.6848357270000001,47,0,3,1,0.578771696,1733.42122952,2995,7,998.3333333333334,1996.6666666666665,0,1,1,2,0,0.5557,0.4443
121773,121774,0,0.032989847999999995,42,0,0,0,0.024507447999999998,50.97549184,2080,6,693.3333333333334,1386.6666666666665,0,0,0,2,0,0.94916,0.05084
121783,121784,0,0.0,37,0,0,0,0.36300711399999996,1887.6369928,5200,6,1300.0,3900.0,0,1,0,3,0,0.95038,0.04962
121788,121789,0,0.010955721000000002,75,1,0,0,0.310353731,1201.689646432,3872,10,1936.0,1936.0,0,1,0,1,0,0.99173,0.00827
121795,121796,0,0.0,51,0,0,0,2371.0,2371.0,,3,,,0,1,0,0,0,0.93322,0.06678
121799,121800,0,0.09987795099999999,74,1,0,0,0.470705859,2353.529295,5000,15,5000.0,0.0,0,1,0,0,0,0.98947,0.01053
121805,121806,0,0.273505591,32,0,1,1,0.681460817,2686.318540614,3942,10,3942.0,0.0,0,2,0,0,0,0.87506,0.12494
121818,121819,0,0.08979000699999999,47,0,0,0,0.012417352,76.9875824,6200,5,6200.0,0.0,0,0,0,0,0,0.976,0.024
121823,121824,0,0.014802806000000002,40,0,0,0,0.445634115,2413.55436684,5416,11,5416.0,0.0,0,1,0,0,0,0.97181,0.02819
121828,121829,0,0.9999998999999999,57,0,3,0,0.591136288,1773.4088639999998,3000,5,3000.0,0.0,1,1,0,0,0,0.71951,0.28049
121830,121831,0,0.037498125,66,0,2,0,2124.0,2124.0,,7,,,0,2,1,0,0,0.92366,0.07634
121838,121839,0,0.0,46,0,2,2,2644.0,2644.0,,7,,,0,2,0,0,0,0.61297,0.38703
121839,121840,0,0.104486939,41,0,0,0,1.7401623990000001,2784.2598384000003,1600,4,533.3333333333334,1066.6666666666665,0,2,0,2,0,0.9097,0.0903
121844,121845,0,0.153111133,57,0,0,0,0.456245969,2121.54375585,4650,19,4650.0,0.0,0,1,0,0,0,0.98629,0.01371
121857,121858,0,0.002526249,37,0,0,0,0.6976682559999999,2632.302329888,3773,11,3773.0,0.0,0,1,0,0,0,0.9649,0.0351
121863,121864,0,0.23589222199999998,27,0,1,1,0.102787456,176.897211776,1721,5,1721.0,0.0,0,0,0,0,0,0.8046,0.1954
121864,121865,0,0.33539379,44,0,0,0,0.061392737999999995,349.93860659999996,5700,5,5700.0,0.0,0,0,0,0,0,0.94187,0.05813
121884,121885,0,0.032962432,67,0,0,0,0.424743893,1077.575256541,2537,9,634.25,1902.75,0,1,0,3,0,0.98074,0.01926
121887,121888,0,0.9999998999999999,38,0,3,1,1230.0,1230.0,,2,,,0,1,1,0,1,0.42443,0.57557
121894,121895,0,0.073777734,78,1,0,0,0.319968859,1643.680028683,5137,14,2568.5,2568.5,0,1,0,1,0,0.98965,0.01035
121899,121900,0,0.02058543,58,0,0,0,682.0,682.0,,6,,,0,1,0,1,0,0.97631,0.02369
121902,121903,1,0.6240615270000001,61,0,1,1,0.135957471,1201.8640436399999,8840,4,8840.0,0.0,0,0,0,0,0,0.95491,0.04509
121905,121906,0,0.028142879,61,0,0,0,0.34852359899999996,1498.6514756999998,4300,4,4300.0,0.0,0,1,0,0,0,0.98389,0.01611
121922,121923,0,0.133502741,48,0,0,0,0.586268964,6839.4137340239995,11666,10,11666.0,0.0,0,7,0,0,0,0.92296,0.07704
121923,121924,0,0.023755138999999998,52,0,0,0,0.392582418,1428.607419102,3639,6,3639.0,0.0,0,2,0,0,0,0.97421,0.02579
121931,121932,1,0.125267035,72,1,2,0,0.096627756,297.903371748,3083,6,3083.0,0.0,0,0,1,0,0,0.9604,0.0396
121935,121936,1,0.9999998999999999,22,0,0,0,212.0,212.0,,2,,,0,0,0,,0,0.89121,0.10879
121938,121939,1,0.386169548,26,0,15,3,0.5262753139999999,2052.4737246,3900,11,3900.0,0.0,4,0,0,0,1,0.34414,0.65586
121944,121945,0,0.266308862,31,0,0,0,0.174353206,619.82564733,3555,4,1185.0,2370.0,0,0,0,2,0,0.90857,0.09143
121946,121947,0,0.046332475,38,0,3,0,0.324424566,2973.675571956,9166,10,2291.5,6874.5,1,2,0,3,0,0.62371,0.37629
121950,121951,0,0.020789907,37,0,0,0,0.021989005,43.97801,2000,8,2000.0,0.0,0,0,0,0,0,0.9663,0.0337
121954,121955,0,0.280708705,53,0,0,0,0.47836043100000003,2088.521641746,4366,11,4366.0,0.0,0,2,0,0,0,0.97557,0.02443
121955,121956,0,0.9999998999999999,71,1,0,0,298.0,298.0,,5,,,0,0,0,0,0,0.96956,0.03044
121957,121958,0,0.523356915,62,0,0,0,0.221117587,1934.7788862500001,8750,10,8750.0,0.0,0,1,0,0,0,0.98297,0.01703
121961,121962,0,0.005620625,82,1,0,0,0.0042411390000000005,13.995758700000001,3300,4,1650.0,1650.0,0,0,0,1,0,0.99196,0.00804
121971,121972,0,0.029757915,59,0,0,0,0.014514568,134.9854824,9300,3,1860.0,7440.0,0,1,0,4,0,0.98513,0.01487
121975,121976,0,0.9999998999999999,29,0,1,1,0.096021046,291.90397984,3040,2,3040.0,0.0,0,0,0,0,0,0.65188,0.34812
121977,121978,0,0.574178228,39,0,0,0,0.17827110699999998,529.821730004,2972,5,2972.0,0.0,0,0,0,0,0,0.92099,0.07901
121995,121996,0,0.433571345,43,0,1,1,0.133457769,2001.866535,15000,9,15000.0,0.0,0,1,0,0,0,0.91476,0.08524
122000,122001,0,0.9999998999999999,22,0,,,0.0,,,0,,,,0,,,0,0.7488,0.2512
122001,122002,0,0.199738264,53,0,0,0,0.304452055,1777.695549145,5839,9,5839.0,0.0,0,1,0,0,0,0.98003,0.01997
122006,122007,0,0.063112215,49,0,0,0,0.068418172,124.931582072,1826,5,1826.0,0.0,0,0,0,0,0,0.96425,0.03575
122015,122016,1,0.848641278,37,0,0,0,0.564402225,9030.4356,16000,16,5333.333333333333,10666.666666666668,0,7,0,2,0,0.66928,0.33072
122019,122020,0,0.034236708,56,0,0,0,1701.0,1701.0,,8,,,0,1,0,0,0,0.96864,0.03136
122021,122022,0,0.43615187200000005,47,0,0,0,0.16808993600000002,1554.831908,9250,4,9250.0,0.0,0,1,0,0,0,0.96869,0.03131
122039,122040,0,0.458726973,43,0,0,0,1.095666132,3411.904335048,3114,7,3114.0,0.0,0,2,0,0,0,0.89698,0.10302
122045,122046,0,0.006045317,78,1,0,0,0.002210294,6.997790803999999,3166,5,3166.0,0.0,0,0,0,0,0,0.99302,0.00698
122050,122051,0,0.012335325,69,0,0,0,0.011195522,27.988805,2500,6,2500.0,0.0,0,0,0,0,0,0.98951,0.01049
122056,122057,0,0.06604344,45,0,0,0,0.30015231600000003,3349.6998465600004,11160,4,3720.0,7440.0,0,1,0,2,0,0.94535,0.05465
122059,122060,0,0.9999998999999999,43,0,0,0,167.0,167.0,,1,,,0,0,0,0,0,0.7689,0.2311
122060,122061,0,0.076494536,31,0,0,0,0.798647469,3660.2013504270003,4583,9,1527.6666666666667,3055.333333333333,0,3,0,2,0,0.90945,0.09055
122066,122067,0,0.013349333,47,0,0,0,2423.0,2423.0,,4,,,0,3,0,0,0,0.9305,0.0695
122074,122075,0,0.056608122000000004,59,0,0,0,0.013312451000000001,101.98668711100001,7661,4,7661.0,0.0,0,0,0,0,0,0.98585,0.01415
122078,122079,0,0.049058192,50,0,0,0,0.222505308,1571.777495712,7064,9,3532.0,3532.0,0,1,0,1,0,0.97104,0.02896
122089,122090,0,0.643944533,73,1,2,0,0.537692462,2688.46231,5000,15,2500.0,2500.0,0,0,1,1,0,0.93506,0.06494
122091,122092,0,0.206784364,58,0,1,1,0.49378882,3020.50621194,6117,14,6117.0,0.0,0,2,0,0,0,0.95629,0.04371
122096,122097,0,0.009560177,60,0,0,0,0.20196353399999997,1295.7980341439998,6416,9,3208.0,3208.0,0,1,0,1,0,0.98201,0.01799
122103,122104,0,0.08703759800000001,68,0,0,0,0.011913626,111.9880844,9400,3,4700.0,4700.0,0,0,0,1,0,0.98494,0.01506
122104,122105,0,0.175728384,45,0,0,0,0.128327645,563.87167213,4394,7,1098.5,3295.5,0,0,0,3,0,0.88757,0.11243
122110,122111,0,0.18018408800000002,52,0,0,0,0.619786281,1797.3802149,2900,7,725.0,2175.0,0,1,0,3,0,0.95406,0.04594
122111,122112,0,0.005531077,56,0,0,0,2724.0,2724.0,,7,,,0,1,0,0,0,0.95593,0.04407
